tai35b.dat,26.735067691067812
tai15a.dat,6.057483758957688
tai35a.dat,12.746232249188894
tai15b.dat,0.6273395512991452
tai80b.dat,34.24289550845903
tai150b.dat,24.515819201453315
tai80a.dat,12.352776286329604
tai100a.dat,11.621374902113605
tai25a.dat,11.725448402064329
tai100b.dat,32.6019835088215
tai25b.dat,23.91106518985317
tai64c.dat,5.928570504890276
tai12a.dat,7.143875659489519
tai12b.dat,2.9755612103659135
tai50b.dat,35.19672421988876
tai50a.dat,13.468707757923186
tai30b.dat,19.99972177799594
tai30a.dat,11.553637606660851
tai40a.dat,13.18570286395041
tai17a.dat,8.515855652159768
tai256c.dat,10.706428926247138
tai60b.dat,37.086511837636955
tai40b.dat,34.17023147370822
tai60a.dat,13.380614552227724
tai20a.dat,10.02897017976295
tai20b.dat,8.513980515619743
